Town,County,Town_County,Fed_Money,Total_Rev,State_Money,Fed_Decimal,Fed_Percent,State_Decimal,State_Percent,FS_Combo,FS_Combo_Decimal,FS_Combo_Percent,Population,F_Mon_PC,S_Mon_PC,All_Tax_Rev,Taxes_PC,Real_Estat,Real_Taxes_PC
charleston twp,tioga,charleston twp tioga,0.0,1545465.75,624749.88,0.0,0.0,0.4042469915622524,40.42,624749.88,0.4042469915622524,40.42,3360,0.0,185.9374642857143,806345.625,239.98381696428572,411618.75,122.50558035714286
charlestown twp,chester,charlestown twp chester,5446.25,5379915.12,247925.0,0.0010123300978770833,0.1,0.04608344081086544,4.61,253371.25,0.047095770908742514,4.71,5671,0.9603685417034032,43.718039146535006,4066093.75,716.9976635514018,470486.5,82.96358666901781
chartiers twp,washington,chartiers twp washington,348530.38,6697476.88,1237848.12,0.05203905683359373,5.2,0.1848230523492304,18.48,1586378.5,0.2368621091828241,23.69,7818,44.58050396520849,158.33309286262474,1972296.375,252.2763334612433,544919.5,69.70062675876183
chatham twp,tioga,chatham twp tioga,12369.88,599089.88,454184.75,0.02064778660590961,2.06,0.7581245572033365,75.81,466554.63,0.7787723438092461,77.88000000000002,588,21.037210884353737,772.4230442176871,79819.125,135.7468112244898,21737.125,36.967899659863946
cheltenham twp,montgomery,cheltenham twp montgomery,404269.0,55197818.38,2924554.25,0.007324003228114538,0.73,0.0529831492590233,5.3,3328823.25,0.06030715248713784,6.03,36793,10.987660696328106,79.48670263365314,20975070.5,570.0831815834533,14094342.125,383.071294132036
cherry grove twp,warren,cherry grove twp warren,59855.12,132484.38,16996.62,0.4517900147926873,45.18,0.12829150123206975,12.83,76851.74,0.5800815160247571,58.01,216,277.10703703703706,78.68805555555555,18328.5,84.85416666666667,3390.875,15.69849537037037
cherry ridge twp,wayne,cherry ridge twp wayne,0.0,230531.38,85052.0,0.0,0.0,0.36893892709964254,36.89,85052.0,0.36893892709964254,36.89,1895,0.0,44.88232189973615,108906.375,57.47038258575198,84635.25,44.66240105540897
cherry tree boro,indiana,cherry tree boro indiana,0.0,120511.38,19171.5,0.0,0.0,0.15908456114269046,15.909999999999998,19171.5,0.15908456114269046,15.909999999999998,364,0.0,52.66895604395605,44484.125,122.20913461538461,21867.75,60.07623626373626
cherry twp,butler,cherry twp butler,0.0,448828.38,142372.0,0.0,0.0,0.3172081052450382,31.72,142372.0,0.3172081052450382,31.72,1106,0.0,128.72694394213386,283490.875,256.32086347197105,59594.125,53.88257233273056
cherry twp,sullivan,cherry twp sullivan,0.0,2062965.75,552394.25,0.0,0.0,0.26776704848347577,26.78,552394.25,0.26776704848347577,26.78,1705,0.0,323.9848973607038,561413.875,329.275,419647.125,246.12734604105572
cherry valley boro,butler,cherry valley boro butler,0.0,16209.25,7939.0,0.0,0.0,0.4897820688804232,48.98,7939.0,0.4897820688804232,48.98,66,0.0,120.28787878787878,7854.5,119.00757575757575,754.125,11.426136363636363
cherryhill twp,indiana,cherryhill twp indiana,0.0,806126.88,300495.38,0.0,0.0,0.3727643717822683,37.28,300495.38,0.3727643717822683,37.28,2765,0.0,108.67825678119353,346148.75,125.18942133815551,79465.125,28.739647377938518
cherrytree twp,venango,cherrytree twp venango,0.0,877967.5,224712.0,0.0,0.0,0.2559456927505859,25.590000000000003,224712.0,0.2559456927505859,25.590000000000003,1540,0.0,145.91688311688313,419301.0,272.27337662337663,289506.5,187.99123376623376
chest springs boro,cambria,chest springs boro cambria,1632.38,29058.5,4747.0,0.05617564568026567,5.62,0.16336011838188486,16.34,6379.38,0.2195357640621505,21.95,149,10.955570469798658,31.85906040268457,18024.125,120.96728187919463,3425.875,22.99244966442953
chest twp,cambria,chest twp cambria,0.0,144241.88,58520.75,0.0,0.0,0.4057126127307825,40.57,58520.75,0.4057126127307825,40.57,349,0.0,167.68123209169053,73140.5,209.57163323782234,27924.5,80.01289398280802
chest twp,clearfield,chest twp clearfield,7205.0,173893.0,68485.62,0.04143352521378089,4.14,0.3938377047954776,39.38,75690.62,0.43527123000925855,43.53,515,13.990291262135925,132.981786407767,48311.625,93.80898058252427,12405.0,24.0873786407767
chester city,delaware,chester city delaware,1984560.83,55090114.17,10207189.67,0.03602390120078417,3.6,0.18528169388979865,18.53,12191750.5,0.22130559509058284,22.13,33972,58.41754474272931,300.4588976215707,18574409.5,546.7564317673379,8602146.166666666,253.21282723026803
chester heights boro,delaware,chester heights boro delaware,0.0,544227.75,68926.38,0.0,0.0,0.12664988141453648,12.659999999999998,68926.38,0.12664988141453648,12.659999999999998,2531,0.0,27.232864480442515,257467.0,101.72540497826945,103758.75,40.99516001580403
chester hill boro,clearfield,chester hill boro clearfield,3437.5,480016.38,38434.25,0.007161213956907055,0.72,0.0800686218249469,8.01,41871.75,0.08722983578185395,8.72,883,3.8929784824462064,43.52689694224235,194582.75,220.36551528878823,103601.375,117.32885050962628
chester twp,delaware,chester twp delaware,0.0,4446443.88,389220.38,0.0,0.0,0.08753520577437268,8.75,389220.38,0.08753520577437268,8.75,3940,0.0,98.78689847715737,3060400.5,776.7513959390863,1441468.625,365.854980964467
chestnuthill twp,monroe,chestnuthill twp monroe,1807.88,5884370.62,1013090.25,0.00030723421700450267,0.03,0.1721662885333351,17.22,1014898.13,0.1724735227503396,17.25,17156,0.10537887619491723,59.05165831196083,2579473.25,150.3540015155048,936371.375,54.57981901375612
cheswick boro,allegheny,cheswick boro allegheny,714.71,2122838.43,82864.71,0.00033667658824133867,0.03,0.03903486427838977,3.9,83579.42000000001,0.039371540866631104,3.94,1746,0.4093413516609393,47.45974226804124,843028.4285714285,482.8341515300278,569644.2857142857,326.2567501227295
chicora boro,butler,chicora boro butler,0.0,408155.62,42195.38,0.0,0.0,0.10338061742234493,10.34,42195.38,0.10338061742234493,10.34,1043,0.0,40.45578139980825,136684.25,131.04913710450623,35839.375,34.361816874400766
chippewa twp,beaver,chippewa twp beaver,2615.25,5087242.12,424894.88,0.0005140801122318117,0.05,0.08352165475465909,8.35,427510.13,0.08403573486689091,8.4,7620,0.3432086614173228,55.76048293963255,3451309.125,452.9277066929134,2147912.25,281.87824803149607
choconut twp,susquehanna,choconut twp susquehanna,0.0,448051.62,199130.62,0.0,0.0,0.4444367816369016,44.44000000000001,199130.62,0.4444367816369016,44.44000000000001,713,0.0,279.2855820476858,166715.5,233.82258064516128,157430.375,220.7999649368864
christiana boro,lancaster,christiana boro lancaster,2753.0,1326833.0,125745.75,0.0020748654879702267,0.21,0.09477134650705854,9.48,128498.75,0.09684621199502877,9.68,1168,2.357020547945205,107.65903253424658,327052.875,280.01102311643837,217598.875,186.3004066780822
churchill boro,allegheny,churchill boro allegheny,2372.25,3535881.38,210206.25,0.0006709076875197663,0.06999999999999999,0.05944946320569159,5.94,212578.5,0.060120370893211365,6.01,3011,0.7878611756891398,69.81276984390568,2067863.25,686.769594818997,1344075.75,446.38849219528396
clairton city,allegheny,clairton city allegheny,26015.38,6066364.5,333468.75,0.004288463048997468,0.43,0.05497011430816595,5.5,359484.13,0.059258577357163424,5.93,6796,3.8280429664508535,49.068385815185394,2974197.75,437.63945703354915,1243485.375,182.97312757504415
clara twp,potter,clara twp potter,0.0,363095.0,230807.38,0.0,0.0,0.6356666437158319,63.57000000000001,230807.38,0.6356666437158319,63.57000000000001,199,0.0,1159.83608040201,41201.25,207.04145728643215,24482.375,123.02701005025126
clarendon boro,warren,clarendon boro warren,0.0,110234.71,15202.86,0.0,0.0,0.13791354828256908,13.79,15202.86,0.13791354828256908,13.79,450,0.0,33.78413333333334,66390.28571428571,147.53396825396825,31226.428571428572,69.3920634920635
clarion boro,clarion,clarion boro clarion,98290.0,2994453.62,322505.0,0.03282401815927942,3.28,0.10770078315656127,10.77,420795.0,0.14052480131584072,14.05,5276,18.62964366944655,61.12680060652009,1276091.25,241.86718157695225,834100.625,158.09337092494314
clarion twp,clarion,clarion twp clarion,860.0,608301.88,208901.88,0.0014137717279453419,0.14,0.343418106812361,34.34,209761.88,0.34483187854030634,34.48,4116,0.2089407191448008,50.75361516034985,325490.5,79.07932458697765,24832.875,6.033254373177843
clark boro,mercer,clark boro mercer,0.0,420853.38,29787.0,0.0,0.0,0.07077761856159978,7.08,29787.0,0.07077761856159978,7.08,640,0.0,46.5421875,187179.625,292.4681640625,81658.75,127.591796875
clarks green boro,lackawanna,clarks green boro lackawanna,0.0,1200538.38,253054.75,0.0,0.0,0.2107843899167972,21.08,253054.75,0.2107843899167972,21.08,1476,0.0,171.44630758807585,509104.375,344.9216632791328,211813.75,143.50525067750678
clarks summit boro,lackawanna,clarks summit boro lackawanna,4511.25,5360035.5,301944.5,0.0008416455450714832,0.08,0.05633255600639212,5.63,306455.75,0.05717420155146361,5.72,5116,0.8817924159499609,59.01964425332291,2338085.125,457.014293393276,1432860.875,280.0744478107897
clarksville boro,greene,clarksville boro greene,0.0,51539.14,19550.57,0.0,0.0,0.379334424284146,37.93,19550.57,0.379334424284146,37.93,230,0.0,85.00247826086957,27149.571428571428,118.0416149068323,6664.714285714285,28.97701863354037
clay twp,butler,clay twp butler,0.0,907392.88,217182.5,0.0,0.0,0.2393478115014524,23.93,217182.5,0.2393478115014524,23.93,2703,0.0,80.34868664446911,387266.0,143.2726600073992,102324.5,37.8559008509064
clay twp,huntingdon,clay twp huntingdon,13079.75,198629.5,81883.88,0.06584998703616532,6.58,0.4122443040938028,41.22,94963.63,0.4780942911299682,47.81,926,14.125,88.42751619870411,84597.375,91.35785637149029,4370.75,4.7200323974082075
clay twp,lancaster,clay twp lancaster,15589.12,2434095.25,360187.25,0.006404482322538528,0.64,0.14797582387131314,14.8,375776.37,0.1543803061938517,15.44,6308,2.4713253012048195,57.10007133798352,1407845.375,223.18411144578315,529793.75,83.98759511731136
claysville boro,washington,claysville boro washington,0.0,311710.88,80695.12,0.0,0.0,0.2588780988331238,25.89,80695.12,0.2588780988331238,25.89,829,0.0,97.34031363088056,158750.625,191.49653196622435,67424.875,81.3327804583836
clearfield boro,clearfield,clearfield boro clearfield,462749.38,5887024.75,1364586.62,0.07860496594650804,7.86,0.2317956315709392,23.18,1827336.0,0.31040059751744714,31.04,6215,74.45685921158487,219.5634143201931,1707731.125,274.77572405470636,984007.625,158.32785599356396
clearfield twp,butler,clearfield twp butler,0.0,670486.25,278508.0,0.0,0.0,0.4153821200658477,41.54,278508.0,0.4153821200658477,41.54,2645,0.0,105.29603024574669,319327.75,120.72882797731569,42331.5,16.004347826086956
clearfield twp,cambria,clearfield twp cambria,560.88,369410.75,104328.38,0.0015183099030009275,0.15,0.2824183649230565,28.24,104889.26,0.28393667482605744,28.39,1604,0.34967581047381546,65.04263092269326,239841.375,149.52704177057356,65381.5,40.76153366583541
cleona boro,lebanon,cleona boro lebanon,8159.75,1035847.75,111269.62,0.007877364216893844,0.79,0.10741889433075467,10.74,119429.37,0.11529625854764852,11.53,2080,3.9229567307692315,53.49500961538461,673609.75,323.85084134615386,372194.0,178.93942307692308
cleveland twp,columbia,cleveland twp columbia,40681.12,540431.62,174659.12,0.07527524018672335,7.53,0.3231844946452245,32.32,215340.24,0.3984597348319479,39.85,1110,36.649657657657656,157.35055855855856,230820.75,207.94662162162163,98425.125,88.67128378378378
clifford twp,susquehanna,clifford twp susquehanna,15276.5,818290.75,276979.38,0.018668792235522643,1.87,0.3384852877782133,33.85,292255.88,0.35715408001373594,35.72,2408,6.34406146179402,115.02465946843854,425920.375,176.87723214285714,174413.375,72.43080357142857
clifton heights boro,delaware,clifton heights boro delaware,4160.88,5767110.38,201326.38,0.0007214843701326902,0.06999999999999999,0.034909402930484584,3.49,205487.26,0.03563088730061727,3.56,6652,0.6255081178592905,30.265541190619363,2936430.25,441.4356960312688,2677571.5,402.5212717979555
clifton twp,lackawanna,clifton twp lackawanna,0.0,422790.0,54004.5,0.0,0.0,0.12773362662314625,12.77,54004.5,0.12773362662314625,12.77,1480,0.0,36.48952702702703,284097.375,191.9576858108108,152149.625,102.80380067567567
clinton twp,butler,clinton twp butler,623.38,1282912.25,279121.38,0.00048591008465310076,0.05,0.2175685671408937,21.76,279744.76,0.2180544772255468,21.81,2864,0.21766061452513968,97.45858240223465,706403.5,246.64926675977654,150797.875,52.65288931564246
clinton twp,lycoming,clinton twp lycoming,0.0,1565529.12,215517.88,0.0,0.0,0.13766456161479768,13.77,215517.88,0.13766456161479768,13.77,3708,0.0,58.12240560949298,590067.75,159.13369741100323,264085.0,71.22033441208198
clinton twp,venango,clinton twp venango,9155.43,272998.0,74095.14,0.03353661931589244,3.35,0.2714127576026198,27.14,83250.57,0.30494937691851226,30.49,854,10.720644028103044,86.76245901639344,113411.28571428571,132.80010036801605,37819.71428571428,44.28537972566075
clinton twp,wayne,clinton twp wayne,47233.12,496402.88,151195.62,0.09515077752973553,9.52,0.3045824794570088,30.46,198428.74,0.3997332569867443,39.97,2053,23.00687773989284,73.64618606916706,190779.0,92.92693619094008,124718.0,60.7491475888943
clinton twp,wyoming,clinton twp wyoming,0.0,399975.12,103802.38,0.0,0.0,0.2595220922741395,25.95,103802.38,0.2595220922741395,25.95,1367,0.0,75.93444038039503,237433.875,173.68974030724215,69902.75,51.135881492318944
clintonville boro,venango,clintonville boro venango,1875.0,109062.0,13683.88,0.017192055894812125,1.72,0.12546881590288092,12.55,15558.88,0.14266087179769305,14.27,508,3.690944881889763,26.93677165354331,47762.375,94.02042322834646,11995.125,23.612450787401574
clover twp,jefferson,clover twp jefferson,0.0,133105.25,59985.0,0.0,0.0,0.4506584075383954,45.07,59985.0,0.4506584075383954,45.07,448,0.0,133.89508928571428,54821.5,122.36941964285714,9994.5,22.309151785714285
clymer boro,indiana,clymer boro indiana,1165.25,583216.5,64809.5,0.001997971593739203,0.2,0.11112425660110782,11.11,65974.75,0.11312222819484702,11.31,1357,0.8586956521739131,47.75939572586588,269902.0,198.8960943257185,144957.875,106.8223102431835
clymer twp,tioga,clymer twp tioga,16714.25,612729.5,235923.0,0.02727835039768773,2.73,0.3850361374799157,38.5,252637.25,0.4123144878776034,41.23,581,28.768072289156628,406.0636833046472,113735.375,195.7579604130809,66150.25,113.85585197934596
coal center boro,washington,coal center boro washington,354.62,71595.25,36029.38,0.004953121890069523,0.5,0.5032370164221788,50.32,36384.0,0.5081901383122484,50.82,139,2.551223021582734,259.2041726618705,18872.25,135.77158273381295,10838.25,77.97302158273381
coal twp,northumberland,coal twp northumberland,430468.88,4159293.5,794681.5,0.1034956730031194,10.35,0.1910616550623321,19.11,1225150.38,0.2945573280654515,29.46,10383,41.45900799383608,76.53679090821534,2192606.625,211.17274631609362,1053979.375,101.51010064528556
coaldale boro,bedford,coaldale boro bedford,0.0,26007.62,4565.12,0.0,0.0,0.17553009464149352,17.549999999999994,4565.12,0.17553009464149352,17.549999999999994,161,0.0,28.35478260869565,13023.375,80.89052795031056,2358.375,14.648291925465838
coaldale boro,schuylkill,coaldale boro schuylkill,0.0,1355558.4,86635.6,0.0,0.0,0.06391137408760847,6.39,86635.6,0.06391137408760847,6.39,2281,0.0,37.98141166155195,673280.0,295.16878562034196,485132.4,212.6840859272249
coalmont boro,huntingdon,coalmont boro huntingdon,966.88,14895.62,3372.5,0.06491035619866779,6.49,0.2264088369601265,22.64,4339.38,0.29131919315879434,29.13,106,9.121509433962265,31.816037735849058,8790.75,82.93160377358491,4252.875,40.12146226415094
coalport boro,clearfield,coalport boro clearfield,0.0,334950.25,207100.88,0.0,0.0,0.6183034047593635,61.83,207100.88,0.6183034047593635,61.83,523,0.0,395.9863862332696,81479.375,155.79230401529637,53216.0,101.75143403441683
coatesville city,chester,coatesville city chester,89573.12,13635147.25,873379.62,0.00656928145752148,0.66,0.06405355248363746,6.41,962952.74,0.07062283394115894,7.06,13100,6.837642748091603,66.6702,6435166.375,491.2340744274809,2859112.625,218.25287213740458
cochranton boro,crawford,cochranton boro crawford,0.0,1349205.62,127888.62,0.0,0.0,0.09478808723017323,9.48,127888.62,0.09478808723017323,9.48,1136,0.0,112.57801056338027,305642.5,269.0514964788732,192680.875,169.6134463028169
codorus twp,york,codorus twp york,18887.25,1126670.0,322937.62,0.01676378176395928,1.68,0.2866301756503679,28.660000000000004,341824.87,0.3033939574143272,30.34,3796,4.975566385669126,85.07313487881981,661866.375,174.35889752370917,158920.0,41.865121180189675
cogan house twp,lycoming,cogan house twp lycoming,8541.25,1055556.12,606173.62,0.008091706199382369,0.8099999999999999,0.5742694381801321,57.43000000000001,614714.87,0.5823611443795144,58.24,955,8.943717277486911,634.7367748691099,127337.75,133.33795811518326,30790.5,32.2413612565445
cokeburg boro,washington,cokeburg boro washington,0.0,406169.0,76698.75,0.0,0.0,0.18883457378578866,18.88,76698.75,0.18883457378578866,18.88,630,0.0,121.74404761904762,104251.25,165.4781746031746,46137.625,73.2343253968254
colebrook twp,clinton,colebrook twp clinton,0.0,31480.5,13974.62,0.0,0.0,0.4439135337748765,44.39,13974.62,0.4439135337748765,44.39,199,0.0,70.22422110552765,14756.875,74.15515075376885,0.0,0.0
colebrookdale twp,berks,colebrookdale twp berks,0.0,2810551.38,305658.38,0.0,0.0,0.10875388444241857,10.88,305658.38,0.10875388444241857,10.88,5078,0.0,60.192670342654594,1724862.375,339.67356734935015,901766.375,177.5829805041355
colerain twp,bedford,colerain twp bedford,0.0,344099.12,202974.0,0.0,0.0,0.5898707325958871,58.99,202974.0,0.5898707325958871,58.99,1195,0.0,169.85271966527196,125388.0,104.92719665271966,15071.5,12.61213389121339
